Age,Credit_Score,Annual_Mileage,Vehicle_Ownership,Vehicle_Year,Speeding_Violations,Claim
34,587,18055,1,2021,7,1
29,385,21484,1,2023,5,1
69,533,8087,1,2016,9,1
41,612,10828,0,2005,8,1
46,664,28809,1,2014,4,1
60,568,23675,1,2012,6,1
42,430,26851,0,2017,3,1
53,650,29680,0,2010,5,1
43,479,22077,1,2012,5,1
55,779,27170,1,2000,3,1
18,462,10406,0,2017,5,1
37,395,16432,1,2004,7,1
45,809,8491,1,2005,4,0
33,664,18358,1,2000,1,0
64,652,18354,0,2006,8,1
34,735,8392,1,2003,3,0
57,382,7268,1,2008,3,1
45,524,10632,0,2014,6,1
29,711,8783,1,2005,9,1
44,417,19479,1,2016,9,1
59,781,20387,1,2019,5,1
64,491,27357,1,2017,3,1
47,406,10969,0,2021,5,1
58,681,13981,0,2003,2,0
51,689,26032,1,2008,6,1
54,543,26323,1,2013,5,1
23,767,13850,1,2002,2,0
24,837,29408,1,2000,0,1
49,509,29241,0,2010,9,1
49,372,20172,0,2000,4,1
42,608,22402,0,2011,9,1
50,485,23337,1,2008,1,1
24,552,8657,1,2004,6,1
69,312,26230,1,2014,6,1
29,598,23680,0,2017,3,1
33,375,22158,0,2008,5,1
33,350,24195,0,2012,0,1
60,448,14572,0,2012,1,1
53,421,8182,0,2023,5,1
30,510,17979,1,2012,1,1
24,579,12867,1,2009,3,1
53,837,20155,1,2009,3,1
64,455,18006,0,2021,9,1
68,537,9329,1,2006,8,1
26,675,27551,1,2021,9,1
49,381,8097,0,2004,6,1
28,791,6404,0,2019,6,1
25,655,10101,0,2006,0,0
50,572,6369,1,2019,4,1
40,343,26881,0,2009,2,1
42,422,11665,1,2009,2,1
25,648,23448,1,2020,5,1
62,629,7765,0,2023,3,0
39,708,24201,1,2012,7,1
21,622,29175,0,2014,3,1
57,410,5716,0,2005,7,1
20,388,18850,1,2019,3,1
46,732,25424,1,2011,2,1
58,398,6711,1,2018,4,1
46,838,26751,0,2010,4,1
51,445,11261,1,2005,9,1
51,556,21392,0,2000,9,1
45,488,25502,0,2001,0,1
30,539,11086,1,2022,7,1
32,802,27767,1,2014,7,1
40,570,19362,1,2003,7,1
61,819,16223,1,2004,9,1
43,849,21220,0,2014,3,1
21,413,18392,1,2010,8,1
43,638,25051,0,2009,9,1
57,658,7246,1,2016,2,0
26,633,25010,1,2001,6,1
22,468,7822,1,2019,5,1
49,638,29667,0,2023,8,1
37,560,22234,1,2009,3,1
67,498,22491,0,2019,3,1
28,510,21683,1,2002,5,1
32,586,29486,1,2018,7,1
49,771,14669,0,2004,2,0
45,781,26784,0,2002,7,1
39,322,6082,1,2007,7,1
58,408,16148,1,2004,6,1
34,595,13167,0,2011,6,1
43,305,14557,1,2013,4,1
61,849,24184,0,2006,1,1
24,502,16728,1,2010,1,1
59,624,8951,0,2007,9,1
43,543,19677,0,2004,7,1
42,626,20969,0,2007,5,1
27,346,13967,0,2011,7,1
62,312,11768,0,2014,2,1
36,679,22836,1,2018,0,1
28,664,23065,1,2015,5,1
30,641,19039,1,2013,1,0
25,520,7303,1,2006,8,1
57,372,20163,1,2007,4,1
21,345,12157,1,2006,4,1
64,803,23235,1,2017,9,1
48,573,23281,1,2023,7,1
45,507,21129,1,2005,5,1
28,423,27209,0,2018,2,1
60,309,14519,0,2003,8,1
18,628,5244,1,2022,9,1
66,486,13948,0,2002,3,1
64,842,14015,1,2016,9,1
69,359,16019,0,2021,3,1
55,741,25191,0,2018,1,1
41,516,7779,0,2014,2,1
64,301,23230,1,2005,3,1
48,835,18723,1,2011,6,1
58,655,28405,1,2018,2,1
63,464,17803,1,2005,7,1
67,390,21857,0,2010,7,1
43,466,25515,1,2019,9,1
66,506,18698,0,2019,1,1
67,581,6792,1,2009,3,1
22,364,20376,0,2015,7,1
37,815,23118,0,2017,0,1
69,456,18117,0,2013,0,1
58,605,12215,0,2003,3,0
28,694,28613,1,2011,1,1
50,373,10188,1,2019,0,1
67,486,21018,0,2022,7,1
55,636,19701,1,2020,1,0
44,539,10281,1,2007,3,1
51,832,27242,0,2006,2,1
32,440,5944,1,2008,1,1
49,564,6511,1,2023,7,1
38,438,25465,1,2016,2,1
63,758,17718,0,2009,8,1
22,369,27502,1,2002,9,1
23,684,22242,0,2020,4,1
55,497,24944,0,2007,8,1
39,504,29805,0,2013,2,1
35,730,13369,1,2006,4,0
31,624,17120,1,2015,9,1
27,741,18721,1,2017,5,0
63,587,7615,0,2010,8,1
30,525,22997,1,2005,7,1
48,363,20629,0,2019,1,1
47,797,7840,1,2020,1,0
20,359,19051,0,2013,4,1
47,696,6774,1,2020,4,0
23,556,18262,1,2012,4,1
46,538,8871,1,2003,3,1
25,337,13273,0,2019,7,1
61,324,22229,0,2019,4,1
62,709,14408,1,2010,0,0
60,760,8260,0,2017,9,1
61,716,8145,0,2000,4,0
50,656,12802,0,2011,0,0
34,682,7263,1,2017,3,0
65,457,13155,1,2006,0,1
28,732,5922,1,2011,5,0
30,347,11695,0,2000,5,1
67,627,25672,1,2021,0,1
28,732,10758,0,2003,7,1
48,730,17576,0,2017,3,0
45,355,29515,1,2014,1,1
61,567,24014,1,2002,0,1
23,368,12816,1,2006,2,1
58,748,12556,0,2005,6,1
33,556,21225,0,2014,9,1
21,789,10930,1,2014,9,1
52,348,16633,0,2005,7,1
65,615,28384,1,2007,4,1
43,712,8512,1,2007,6,1
29,733,11066,1,2021,1,0
28,301,18207,1,2000,3,1
54,444,25106,1,2012,5,1
42,665,19322,1,2022,4,0
35,719,27032,0,2023,5,1
36,743,7060,0,2020,1,0
40,733,19013,1,2012,6,1
55,356,24418,1,2010,7,1
35,477,7387,0,2003,8,1
43,592,28392,0,2006,5,1
23,345,13031,1,2011,6,1
21,469,6799,1,2012,0,1
61,570,25791,0,2021,8,1
68,716,7780,1,2011,5,0
46,438,6127,0,2015,3,1
51,546,29914,1,2005,9,1
34,447,12365,0,2013,8,1
60,529,19635,1,2018,0,1
60,673,12611,1,2015,1,0
33,379,17646,1,2003,2,1
19,364,12535,0,2004,0,1
51,387,19504,1,2008,1,1
25,387,14364,0,2023,1,1
30,503,7808,0,2002,6,1
59,681,18055,0,2021,9,1
25,775,9297,0,2009,5,0
47,838,16209,1,2016,8,1
49,513,25943,1,2018,4,1
53,373,5448,1,2009,8,1
64,360,10008,0,2011,9,1
47,842,26277,1,2022,8,1
18,518,22177,0,2006,1,1
60,311,21820,0,2017,8,1
56,714,11012,0,2018,2,0
34,331,27253,1,2014,2,1
37,459,6620,0,2006,8,1
41,536,18584,1,2011,6,1
67,480,25692,1,2021,7,1
39,640,5948,1,2006,6,1
46,757,25328,0,2009,8,1
39,379,14319,1,2023,7,1
61,772,21575,0,2021,3,1
26,411,17204,0,2019,1,1
54,591,16952,0,2009,4,1
27,682,22787,0,2022,1,1
53,316,23374,1,2004,3,1
54,792,6104,1,2017,1,0
45,630,5548,1,2008,4,0
45,785,16640,1,2015,5,0
59,705,27145,0,2006,0,1
60,416,12903,0,2009,7,1
38,414,23168,0,2004,1,1
41,848,15613,0,2006,4,0
59,846,22188,1,2004,7,1
57,635,13990,1,2014,4,0
19,635,16467,0,2018,2,0
25,446,28901,0,2009,5,1
65,421,28215,0,2007,0,1
44,380,28301,0,2023,0,1
39,674,9238,1,2008,7,1
54,362,24644,0,2010,6,1
44,803,9367,1,2021,9,1
46,748,10651,1,2001,9,1
20,727,21204,0,2002,2,1
61,726,24755,0,2012,7,1
30,720,7093,1,2010,7,1
62,621,9001,1,2009,0,0
27,465,27940,0,2014,9,1
53,760,12810,1,2005,6,1
26,758,16272,0,2000,1,0
44,488,9554,0,2013,1,1
51,763,23901,1,2017,1,1
68,678,13697,1,2023,4,0
18,301,27189,0,2010,6,1
49,663,22480,0,2007,3,1
42,371,17371,1,2021,3,1
46,726,14236,1,2002,8,1
24,469,18769,1,2013,9,1
66,504,12061,1,2001,8,1
20,636,23588,0,2015,6,1
37,771,8902,0,2005,9,1
37,494,6352,0,2000,3,1
47,574,6596,1,2013,7,1
52,306,13767,1,2009,9,1
52,477,28364,0,2005,2,1
66,541,5679,1,2008,2,1
56,502,25096,1,2006,6,1
44,842,17020,1,2001,8,1
43,761,17096,1,2010,3,0
31,379,16385,1,2013,3,1
34,822,13509,1,2004,0,0
35,716,26685,0,2008,0,1
62,683,10734,0,2006,2,0
69,690,20675,0,2013,6,1
46,425,29365,0,2015,8,1
37,793,27276,1,2021,3,1
44,346,25080,0,2015,1,1
35,775,17693,0,2006,5,0
21,763,28513,0,2009,5,1
18,422,24380,0,2020,8,1
67,773,28621,1,2005,3,1
18,433,28711,1,2016,7,1
43,322,12407,0,2000,2,1
62,534,16786,0,2001,1,1
37,358,7542,1,2013,8,1
69,463,22062,1,2003,5,1
40,515,10366,0,2008,7,1
27,482,27027,1,2022,9,1
28,389,12410,1,2005,8,1
58,610,14835,0,2016,0,0
58,556,18647,1,2020,0,1
22,832,10541,0,2010,4,0
18,832,22218,0,2003,8,1
34,351,15433,1,2020,6,1
39,637,15547,1,2008,6,1
51,470,14860,1,2015,1,1
62,366,27410,1,2002,2,1
58,599,15745,1,2003,3,1
46,531,29856,1,2023,1,1
21,367,29354,0,2002,9,1
22,805,11818,1,2012,8,1
28,327,19101,0,2018,4,1
68,350,10028,1,2020,6,1
38,559,20798,1,2000,8,1
52,483,15954,1,2022,4,1
29,322,26087,1,2022,5,1
43,428,17770,1,2005,3,1
68,590,14438,0,2021,7,1
36,800,23156,0,2002,0,1
62,485,23548,0,2002,0,1
24,778,12111,1,2015,4,0
64,791,29767,1,2009,9,1
24,812,24219,1,2016,8,1
43,366,24049,0,2006,1,1
57,766,11113,0,2012,2,0
22,584,7563,1,2010,7,1
38,716,20889,0,2009,4,1
31,399,13498,1,2006,2,1
21,488,13131,1,2023,5,1
40,687,7696,0,2005,5,0
59,540,26071,0,2023,4,1
37,716,28705,0,2000,4,1
32,475,28397,0,2016,5,1
67,686,12704,1,2011,1,0
69,770,26955,1,2003,5,1
62,532,28720,0,2002,1,1
46,751,21442,0,2005,2,1
25,576,14765,0,2015,1,1
58,528,22524,0,2012,0,1
65,470,15002,1,2008,0,1
36,512,16390,1,2010,8,1
65,581,16668,1,2019,3,1
56,340,23946,1,2020,4,1
63,421,24236,1,2012,9,1
45,526,21244,1,2022,6,1
63,593,11641,1,2018,1,1
44,566,5941,0,2002,9,1
21,840,17815,1,2011,8,1
32,750,11541,0,2018,3,0
52,748,20624,0,2007,9,1
54,360,14966,0,2013,9,1
18,801,28814,1,2021,0,1
20,446,6421,1,2008,7,1
64,633,10765,1,2023,3,0
41,441,21819,1,2016,6,1
44,343,22223,0,2005,2,1
57,443,9001,1,2003,8,1
53,632,17647,0,2003,4,0
51,796,10248,1,2018,4,0
46,695,9959,1,2011,2,0
41,354,23034,0,2001,8,1
41,606,27212,0,2016,2,1
59,722,23645,0,2014,1,1
21,716,27278,1,2009,8,1
20,624,27662,1,2002,8,1
51,379,8889,0,2019,9,1
66,330,28281,1,2003,3,1
40,411,6326,0,2021,3,1
69,771,10901,1,2000,9,1
40,373,8358,0,2000,5,1
62,778,6585,0,2017,8,1
22,686,18500,1,2003,7,1
48,732,16560,0,2022,9,1
58,711,27029,1,2021,2,1
23,766,21772,1,2014,5,1
54,547,20818,0,2022,6,1
27,419,24175,0,2020,5,1
57,366,8332,1,2021,2,1
24,626,22087,1,2009,8,1
56,769,27218,0,2016,3,1
55,792,7820,0,2021,1,0
38,585,20472,0,2011,8,1
37,611,29437,1,2019,2,1
20,608,9959,1,2011,5,0
68,396,22443,1,2015,4,1
39,412,17366,0,2004,1,1
64,755,6301,0,2015,0,0
21,762,15551,1,2016,8,1
45,431,29080,1,2022,2,1
29,420,25683,0,2014,6,1
55,496,27455,1,2012,8,1
68,781,9112,0,2007,8,1
53,338,29265,0,2020,9,1
64,811,17763,0,2001,5,0
58,773,16774,1,2007,7,1
22,460,29785,1,2009,8,1
30,588,21882,0,2006,2,1
40,499,13620,0,2009,5,1
67,827,12245,1,2003,4,0
47,802,16831,0,2010,6,1
54,547,7105,1,2008,6,1
42,682,14745,1,2003,8,1
65,517,26711,1,2002,0,1
44,386,10630,0,2010,5,1
68,381,8206,0,2002,4,1
31,361,28521,0,2017,3,1
65,799,23953,0,2018,9,1
64,341,7628,1,2013,0,1
53,311,15068,0,2023,3,1
56,414,18394,1,2010,9,1
33,517,28148,0,2023,6,1
39,405,6067,0,2001,3,1
38,827,22890,0,2001,0,1
38,771,24397,0,2001,9,1
25,686,20245,0,2009,0,1
66,525,14859,1,2022,0,1
33,780,11642,0,2014,9,1
48,707,20377,0,2021,4,1
59,756,9066,0,2011,6,1
27,320,5947,0,2010,8,1
49,502,25773,0,2016,7,1
51,716,29527,1,2017,1,1
26,715,6171,0,2013,8,1
34,747,20831,1,2016,3,1
28,811,11114,0,2014,9,1
49,384,5171,1,2011,4,1
27,466,27066,0,2015,4,1
39,683,17818,0,2022,3,0
34,767,14335,1,2005,5,0
21,371,15051,0,2001,0,1
65,820,27240,1,2001,1,1
69,772,11209,0,2015,3,0
64,557,15380,1,2001,3,1
42,574,8577,1,2007,7,1
38,319,13380,1,2006,8,1
54,789,9076,0,2000,3,0
55,789,5157,1,2003,5,0
66,625,12777,0,2010,3,0
18,828,24101,1,2019,3,1
42,388,13437,1,2006,8,1
68,785,16095,1,2017,3,0
53,649,20279,0,2003,5,1
34,383,24179,0,2016,8,1
58,686,12200,0,2010,2,0
41,386,28912,1,2010,6,1
19,606,23761,0,2019,6,1
57,453,19847,0,2010,0,1
32,739,14041,1,2014,1,0
49,563,6810,1,2013,4,1
56,720,26574,0,2016,7,1
23,792,26816,0,2001,5,1
18,710,12895,0,2017,6,1
64,472,23510,1,2015,2,1
40,303,11953,1,2011,5,1
56,771,24414,1,2009,8,1
34,409,11323,1,2015,2,1
51,336,27131,1,2002,5,1
58,330,10605,0,2007,6,1
46,680,10891,0,2021,4,0
26,567,8076,0,2021,9,1
30,310,23728,1,2023,7,1
23,643,5619,1,2001,7,1
23,843,16094,0,2021,5,0
37,465,7407,0,2000,6,1
69,641,27644,0,2013,2,1
20,781,17644,1,2003,6,1
34,318,8004,1,2003,6,1
66,483,25298,1,2008,3,1
29,844,15678,1,2002,9,1
65,309,24980,1,2004,3,1
64,491,9039,0,2000,2,1
62,619,6304,0,2021,9,1
18,774,10630,1,2018,6,1
34,726,12282,1,2000,4,0
20,358,8307,0,2009,2,1
43,735,22745,1,2021,5,1
32,396,11665,1,2011,5,1
53,795,9294,0,2009,5,0
49,577,6787,1,2001,1,1
49,564,6073,1,2015,9,1
21,308,27286,0,2007,6,1
35,756,8599,1,2013,6,1
66,572,20389,1,2014,9,1
36,307,16345,0,2015,3,1
60,507,17318,0,2010,5,1
69,422,21107,1,2011,3,1
52,332,8055,0,2001,3,1
57,812,27860,0,2003,5,1
31,503,22043,1,2002,8,1
50,817,11320,0,2008,6,1
31,816,11513,1,2017,1,0
51,742,9642,0,2018,5,0
21,638,14321,0,2006,4,0
41,737,19432,1,2003,5,0
46,744,27757,1,2005,7,1
36,435,9466,1,2018,7,1
23,686,26971,0,2000,2,1
50,324,16458,1,2015,8,1
66,805,20879,1,2010,5,1
57,624,23855,0,2021,6,1
36,637,27559,0,2003,8,1
18,394,13284,0,2017,6,1
22,844,15758,1,2022,9,1
44,445,22665,0,2004,8,1
33,530,15991,0,2021,0,1
23,794,24561,1,2005,0,1
57,337,27051,0,2001,2,1
30,724,9511,0,2011,8,1
65,736,15796,1,2021,0,0
52,667,8881,0,2008,0,0
36,644,20668,1,2019,4,1
29,459,7413,1,2011,7,1
33,849,6544,1,2012,1,0
60,840,20729,1,2021,3,1
27,443,9784,1,2022,5,1
42,644,27145,0,2016,0,1
37,568,29258,1,2004,3,1
48,567,28345,1,2019,3,1
21,468,10626,1,2012,8,1
61,332,9514,1,2012,8,1
40,676,6145,0,2009,5,0
19,513,14102,0,2014,7,1
39,739,16498,0,2014,9,1
68,791,10450,1,2017,3,0
54,692,22950,0,2017,9,1
25,788,24389,0,2001,7,1
24,328,9507,1,2022,2,1
31,338,18535,1,2010,1,1
20,472,9248,0,2012,5,1
67,316,18523,0,2010,4,1
33,355,29667,0,2003,7,1
36,525,8992,0,2014,0,1
68,366,13522,1,2021,9,1
35,496,13027,1,2022,2,1
69,322,27144,1,2010,6,1
33,536,16972,1,2017,9,1
25,437,20305,1,2015,3,1
50,772,15793,0,2009,9,1
66,528,29429,1,2011,4,1
29,616,24361,1,2012,7,1
28,500,26731,0,2008,0,1
22,557,25673,1,2020,0,1
44,779,5529,0,2012,6,1
29,477,24276,1,2005,8,1
34,422,28827,1,2005,3,1
23,641,9734,1,2010,7,1
50,470,18898,0,2018,9,1
22,358,23909,1,2010,6,1
45,764,17985,0,2009,1,0
31,559,25145,1,2022,4,1
22,672,27525,1,2014,8,1
50,394,18989,0,2012,8,1
67,424,7742,0,2022,2,1
65,340,9635,1,2007,2,1
58,553,9425,0,2004,1,1
36,306,13661,1,2001,6,1
39,770,8830,1,2015,5,0
22,810,28376,0,2012,4,1
19,368,5533,0,2018,6,1
47,380,19250,0,2008,3,1
64,841,25946,1,2014,4,1
56,561,28504,0,2005,8,1
21,388,17247,1,2007,8,1
50,507,27947,0,2023,3,1
30,512,28673,0,2013,5,1
37,565,9087,0,2004,1,1
24,592,13953,0,2016,2,1
32,506,18293,0,2021,8,1
40,632,14082,1,2006,5,0
31,376,7355,0,2008,7,1
40,587,6955,0,2015,4,1
36,346,7971,1,2017,1,1
46,499,10539,1,2012,6,1
37,726,12493,1,2017,5,0
46,509,23056,1,2009,1,1
41,719,7836,0,2000,5,0
35,453,26311,0,2020,7,1
27,821,9939,1,2017,0,0
58,714,8644,0,2018,3,0
25,652,23681,1,2001,0,1
43,456,25445,1,2003,1,1
46,560,8166,0,2010,0,1
27,376,14511,0,2002,5,1
34,787,5183,1,2008,5,0
19,430,14475,0,2009,0,1
23,754,24230,1,2001,3,1
22,462,16332,1,2006,3,1
45,314,20173,1,2014,7,1
58,531,14988,1,2018,5,1
22,494,9722,0,2009,1,1
35,841,20194,1,2023,4,1
43,658,22166,1,2019,3,1
37,630,22891,1,2013,9,1
58,726,19072,0,2003,3,0
66,796,20976,1,2010,7,1
44,785,10855,1,2002,4,0
66,748,18294,0,2022,2,0
29,712,28922,1,2016,9,1
24,629,17046,1,2006,3,0
20,446,5676,1,2010,0,1
27,558,28634,1,2017,5,1
51,591,29197,0,2013,9,1
42,442,9090,0,2013,3,1
52,664,17498,0,2005,5,0
33,389,27107,1,2008,1,1
19,463,17777,0,2021,4,1
41,780,24070,0,2002,8,1
27,383,13382,1,2016,7,1
55,376,20006,0,2011,2,1
39,816,14034,0,2003,0,0
43,784,13526,0,2019,9,1
60,403,29073,1,2015,2,1
56,751,18930,1,2023,7,1
44,786,6110,0,2009,2,0
46,638,21962,0,2006,4,1
64,777,21445,1,2009,1,1
55,522,5386,1,2006,0,1
37,308,23584,1,2022,9,1
44,352,17906,1,2017,4,1
58,376,6683,0,2008,4,1
37,802,20033,1,2021,5,1
61,615,20708,0,2017,1,1
36,464,11321,1,2016,8,1
37,578,29440,1,2010,1,1
52,326,13678,1,2000,1,1
64,369,16924,1,2016,4,1
19,517,28798,0,2003,8,1
47,664,18565,0,2003,3,0
51,605,28027,0,2013,5,1
39,423,13732,1,2008,1,1
20,318,10631,0,2012,3,1
23,556,29329,1,2015,8,1
32,595,15252,1,2000,1,1
44,321,29110,0,2002,0,1
27,749,17438,1,2018,3,0
26,849,10169,1,2007,3,0
50,347,11787,0,2017,0,1
49,482,25851,1,2005,3,1
65,734,10232,1,2019,2,0
23,406,29514,0,2005,1,1
58,487,27580,0,2004,9,1
53,385,25291,1,2011,3,1
19,755,9288,0,2008,7,1
46,436,11734,1,2008,6,1
21,635,22464,0,2016,8,1
18,768,11240,1,2018,7,1
36,702,21581,0,2016,0,1
43,839,12814,0,2021,1,0
42,371,15386,1,2015,1,1
27,323,12851,0,2011,7,1
32,784,6600,0,2002,3,0
39,355,28846,1,2013,8,1
68,522,11866,0,2016,1,1
65,478,8692,0,2021,3,1
38,733,24467,0,2015,0,1
39,749,25373,1,2020,2,1
53,791,5332,0,2011,5,0
51,488,18709,1,2023,8,1
47,719,19109,1,2001,0,0
42,548,19847,0,2007,4,1
62,463,19507,1,2011,1,1
45,554,14963,1,2020,6,1
18,775,11106,1,2015,3,0
66,716,12333,1,2007,4,0
62,469,21058,0,2015,7,1
21,616,11655,0,2009,1,0
24,473,10308,0,2019,2,1
66,769,25584,1,2014,4,1
26,644,24105,1,2003,9,1
53,744,6064,0,2014,3,0
36,317,14080,1,2003,4,1
